"claim_id","probabilities"
65856,0.002
65857,0.006
65858,0.008
65859,0.006
65860,0.005
65861,0.024
65862,0.032
65863,0.011
65864,0.011
65865,0.019
65866,0.003
65867,0.013
65868,0.01
65869,0
65870,0.015
65871,0.027
65872,0.013
65873,0.04
65874,0.02
65875,0
65876,0.021
65877,0.003
65878,0.011
65879,0.023
65880,0.006
65881,0
65882,0.016
65883,0.01
65884,0.014
65885,0.002
65886,0.053
65887,0.016
65888,0.028
65889,0.002
65890,0.02
65891,0.076
65892,0.003
65893,0.007
65894,0.006
65895,0.013
65896,0.005
65897,0.006
65898,0.009
65899,0.001
65900,0.001
65901,0.007
65902,0.006
65903,0.001
65904,0.008
65905,0.016
65906,0
65907,0.003
65908,0.012
65909,0.007
65910,0.001
65911,0.008
65912,0.008
65913,0.007
65914,0.003
65915,0.001
65916,0.005
65917,0.006
65918,0.022
65919,0.006
65920,0.035
65921,0.008
65922,0.024
65923,0.012
65924,0.005
65925,0.04
65926,0.001
65927,0.001
65928,0.004
65929,0.032
65930,0.009
65931,0.017
65932,0.026
65933,0.022
65934,0.035
65935,0.006
65936,0.001
65937,0.017
65938,0.009
65939,0.007
65940,0.001
65941,0
65942,0.066
65943,0.002
65944,0.025
65945,0
65946,0.005
65947,0.049
65948,0.001
65949,0.012
65950,0.006
65951,0.036
65952,0.001
65953,0.001
65954,0
65955,0.003
65956,0.039
65957,0.012
65958,0.002
65959,0.02
65960,0.012
65961,0
65962,0.002
65963,0.004
65964,0.001
65965,0.002
65966,0
65967,0
65968,0.007
65969,0
65970,0.01
65971,0.001
65972,0.024
65973,0
65974,0.002
65975,0.001
65976,0.027
65977,0.01
65978,0.001
65979,0
65980,0
65981,0.006
65982,0.01
65983,0.019
65984,0.019
65985,0
65986,0
65987,0.015
65988,0.001
65989,0.001
65990,0.002
65991,0
65992,0.003
65993,0.006
65994,0.012
65995,0.003
65996,0.037
65997,0.027
65998,0.012
65999,0.013
66000,0.007
66001,0.006
66002,0.018
66003,0.008
66004,0.023
66005,0.03
66006,0.003
66007,0
66008,0.021
66009,0.018
66010,0.015
66011,0.007
66012,0.004
66013,0.02
66014,0.003
66015,0.003
66016,0.125
66017,0.043
66018,0.032
66019,0.014
66020,0.019
66021,0.418
66022,0.006
66023,0.005
66024,0.026
66025,0.015
66026,0.004
66027,0.062
66028,0.011
66029,0.039
66030,0.016
66031,0.016
66032,0.028
66033,0.005
66034,0.014
66035,0.026
66036,0
66037,0.008
66038,0.018
66039,0.013
66040,0.001
66041,0.006
66042,0.001
66043,0.022
66044,0
66045,0.007
66046,0.013
66047,0.006
66048,0.045
66049,0.052
66050,0.011
66051,0.004
66052,0.056
66053,0.003
66054,0.003
66055,0.002
66056,0.005
66057,0.014
66058,0.016
66059,0.011
66060,0.002
66061,0.018
66062,0.017
66063,0.01
66064,0.018
66065,0.029
66066,0.006
66067,0
66068,0.008
66069,0.001
66070,0
66071,0.005
66072,0.002
66073,0.035
66074,0.003
66075,0.033
66076,0.014
66077,0.002
66078,0.029
66079,0.01
66080,0.008
66081,0.005
66082,0.001
66083,0.005
66084,0.002
66085,0.005
66086,0
66087,0.146
66088,0
66089,0.001
66090,0.004
66091,0
66092,0.004
66093,0.001
66094,0.008
66095,0.001
66096,0.008
66097,0.001
66098,0.069
66099,0.005
66100,0.01
66101,0.034
66102,0.009
66103,0
66104,0.042
66105,0.011
66106,0.003
66107,0.006
66108,0.023
66109,0.005
66110,0.005
66111,0.009
66112,0.009
66113,0.003
66114,0.045
66115,0.004
66116,0.008
66117,0.041
66118,0.071
66119,0.044
66120,0.025
66121,0.003
66122,0.008
66123,0.022
66124,0.003
66125,0
66126,0.005
66127,0.022
66128,0.003
66129,0.001
66130,0.006
66131,0.003
66132,0.004
66133,0.006
66134,0.004
66135,0.002
66136,0.024
66137,0.001
66138,0
66139,0.115
66140,0.003
66141,0.02
66142,0.006
66143,0.073
66144,0.008
66145,0.001
66146,0.002
66147,0.001
66148,0.036
66149,0.029
66150,0.016
66151,0
66152,0.012
66153,0.002
66154,0.002
66155,0.027
66156,0.003
66157,0.013
66158,0.002
66159,0.004
66160,0.006
66161,0.01
66162,0.001
66163,0.006
66164,0.014
66165,0.007
66166,0.009
66167,0.004
66168,0.002
66169,0.005
66170,0.017
66171,0.004
66172,0.003
66173,0.006
66174,0.008
66175,0.005
66176,0.045
66177,0.005
66178,0.002
66179,0.002
66180,0.004
66181,0.007
66182,0.004
66183,0.011
66184,0.008
66185,0.006
66186,0.001
66187,0.004
66188,0.029
66189,0.001
66190,0.033
66191,0.118
66192,0.022
66193,0.044
66194,0.026
66195,0.011
66196,0.018
66197,0.004
66198,0.005
66199,0.044
66200,0.014
66201,0.039
66202,0.021
66203,0.039
66204,0.004
66205,0.003
66206,0.017
66207,0.036
66208,0
66209,0.019
66210,0.033
66211,0.012
66212,0
66213,0
66214,0.001
66215,0.032
66216,0.007
66217,0.003
66218,0.063
66219,0.004
66220,0.009
66221,0.013
66222,0.02
66223,0.004
66224,0.013
66225,0.011
66226,0.011
66227,0.002
66228,0.003
66229,0.001
66230,0.005
66231,0.004
66232,0.004
66233,0.008
66234,0
66235,0.006
66236,0
66237,0.063
66238,0.01
66239,0.032
66240,0.001
66241,0.015
66242,0.004
66243,0.006
66244,0.001
66245,0.004
66246,0.016
66247,0.034
66248,0.01
66249,0.007
66250,0.009
66251,0.013
66252,0.001
66253,0.001
66254,0.01
66255,0.002
66256,0.038
66257,0.002
66258,0.017
66259,0.01
66260,0.003
66261,0
66262,0.002
66263,0.002
66264,0.008
66265,0
66266,0.003
66267,0.003
66268,0.002
66269,0
66270,0.002
66271,0.001
66272,0.003
66273,0.024
66274,0.006
66275,0.013
66276,0.001
66277,0.005
66278,0.006
66279,0.001
66280,0.004
66281,0
66282,0
66283,0.005
66284,0.007
66285,0.003
66286,0.02
66287,0.001
66288,0.001
66289,0
66290,0.002
66291,0.003
66292,0.002
66293,0.001
66294,0.006
66295,0.004
66296,0.031
66297,0
66298,0.006
66299,0.003
66300,0.004
66301,0.012
66302,0.001
66303,0.024
66304,0.014
66305,0.002
66306,0.026
66307,0.009
66308,0.006
66309,0.571
66310,0.012
66311,0.002
66312,0.002
66313,0.009
66314,0.033
66315,0.001
66316,0.002
66317,0.001
66318,0.002
66319,0.003
66320,0.003
66321,0.016
66322,0.003
66323,0.083
66324,0.003
66325,0.002
66326,0.001
66327,0
66328,0
66329,0.15
66330,0.009
66331,0.01
66332,0.004
66333,0.014
66334,0.004
66335,0.017
66336,0.001
66337,0.004
66338,0.001
66339,0.004
66340,0.086
66341,0.024
66342,0.005
66343,0
66344,0.065
66345,0.021
66346,0.355
66347,0.015
66348,0.013
66349,0.044
66350,0.011
66351,0.001
66352,0.012
66353,0
66354,0.019
66355,0.009
66356,0.002
66357,0.007
66358,0
66359,0.023
66360,0.014
66361,0.003
66362,0.003
66363,0.03
66364,0.005
66365,0.013
66366,0.002
66367,0.08
66368,0.01
66369,0.002
66370,0.035
66371,0.005
66372,0.004
66373,0.018
66374,0.012
66375,0.026
66376,0.014
66377,0.078
66378,0.006
66379,0.006
66380,0.035
66381,0.019
66382,0.037
66383,0.024
66384,0.055
66385,0.185
66386,0.004
66387,0.013
66388,0.003
66389,0.008
66390,0.003
66391,0.002
66392,0.008
66393,0
66394,0.002
66395,0.019
66396,0.005
66397,0.003
66398,0.012
66399,0.005
66400,0.019
66401,0.012
66402,0.014
66403,0
66404,0.007
66405,0.004
66406,0.011
66407,0.008
66408,0.031
66409,0.018
66410,0.004
66411,0.002
66412,0.01
66413,0.094
66414,0.034
66415,0.017
66416,0.001
66417,0.001
66418,0.021
66419,0.004
66420,0.017
66421,0.001
66422,0.001
66423,0.009
66424,0.034
66425,0.003
66426,0.109
66427,0.001
66428,0
66429,0.003
66430,0.012
66431,0.027
66432,0
66433,0.012
66434,0
66435,0.009
66436,0.013
66437,0
66438,0.021
66439,0.002
66440,0.002
66441,0.001
66442,0.004
66443,0.007
66444,0.001
66445,0.001
66446,0.013
66447,0.005
66448,0.008
66449,0.004
66450,0.001
66451,0.002
66452,0.005
66453,0.025
66454,0.015
66455,0.001
66456,0.023
66457,0.006
66458,0.004
66459,0.003
66460,0.002
66461,0.002
66462,0.001
66463,0.005
66464,0.017
66465,0.002
66466,0.004
66467,0.002
66468,0.002
66469,0.002
66470,0.054
66471,0.02
66472,0.004
66473,0.008
66474,0.005
66475,0.011
66476,0.01
66477,0
66478,0.007
66479,0
66480,0.011
66481,0
66482,0.002
66483,0.002
66484,0.006
66485,0.008
66486,0.006
66487,0.042
66488,0.036
66489,0.007
66490,0.027
66491,0.016
66492,0.008
66493,0.002
66494,0.052
66495,0.006
66496,0
66497,0.004
66498,0.017
66499,0.001
66500,0.011
66501,0.344
66502,0.005
66503,0.004
66504,0.059
66505,0.049
66506,0.008
66507,0.013
66508,0.003
66509,0.004
66510,0.036
66511,0.02
66512,0.027
66513,0.015
66514,0.002
66515,0.011
66516,0.002
66517,0.029
66518,0.003
66519,0.023
66520,0.003
66521,0.001
66522,0.001
66523,0.002
66524,0.034
66525,0.002
66526,0.012
66527,0.003
66528,0.001
66529,0.006
66530,0.001
66531,0.013
66532,0.018
66533,0.088
66534,0.009
66535,0
66536,0.003
66537,0.012
66538,0.006
66539,0
66540,0.026
66541,0.007
66542,0.017
66543,0.015
66544,0
66545,0.001
66546,0
66547,0.002
66548,0.03
66549,0.04
66550,0.048
66551,0.011
66552,0.001
66553,0
66554,0.001
66555,0.001
66556,0.002
66557,0.009
66558,0.008
66559,0.018
66560,0.008
66561,0.011
66562,0.004
66563,0.017
66564,0.008
66565,0.007
66566,0.003
66567,0.004
66568,0
66569,0.024
66570,0.007
66571,0.019
66572,0.024
66573,0.002
66574,0.028
66575,0.012
66576,0.005
66577,0.013
66578,0.004
66579,0.011
66580,0.003
66581,0.004
66582,0.008
66583,0.019
66584,0.009
66585,0.008
66586,0.013
66587,0.001
66588,0.007
66589,0.002
66590,0.041
66591,0.002
66592,0.003
66593,0
66594,0.004
66595,0
66596,0.003
66597,0.004
66598,0.01
66599,0.003
66600,0.002
66601,0.01
66602,0.053
66603,0.002
66604,0.016
66605,0.005
66606,0.008
66607,0.002
66608,0.001
66609,0.003
66610,0.007
66611,0
66612,0.013
66613,0.001
66614,0.001
66615,0
66616,0.043
66617,0.019
66618,0.003
66619,0.004
66620,0.001
66621,0.01
66622,0.001
66623,0.005
66624,0.008
66625,0.002
66626,0.003
66627,0.011
66628,0
66629,0.009
66630,0.002
66631,0.004
66632,0
66633,0.005
66634,0.006
66635,0.016
66636,0.015
66637,0.001
66638,0.01
66639,0.003
66640,0.002
66641,0.002
66642,0.013
66643,0.001
66644,0.002
66645,0.013
66646,0.007
66647,0.002
66648,0
66649,0
66650,0.008
66651,0.003
66652,0.012
66653,0.03
66654,0.01
66655,0.005
66656,0
66657,0.014
66658,0.014
66659,0.002
66660,0.012
66661,0.013
66662,0.004
66663,0.003
66664,0.002
66665,0.01
66666,0.002
66667,0.003
66668,0.005
66669,0.013
66670,0.009
66671,0.002
66672,0.007
66673,0.001
66674,0.015
66675,0.02
66676,0.009
66677,0.008
66678,0.031
66679,0.001
66680,0.012
66681,0.028
66682,0.021
66683,0.005
66684,0.007
66685,0.017
66686,0.006
66687,0.001
66688,0.001
66689,0.008
66690,0.004
66691,0.003
66692,0.018
66693,0.006
66694,0.006
66695,0.012
66696,0.005
66697,0.035
66698,0.006
66699,0.007
66700,0.005
66701,0.003
66702,0.008
66703,0.035
66704,0.065
66705,0.009
66706,0
66707,0.007
66708,0.004
66709,0.005
66710,0
66711,0.001
66712,0.13
66713,0.001
66714,0.032
66715,0.018
66716,0.001
66717,0.031
66718,0.005
66719,0.006
66720,0.011
66721,0.018
66722,0.006
66723,0.002
66724,0.01
66725,0.014
66726,0.006
66727,0.004
66728,0.014
66729,0.001
66730,0.003
66731,0.005
66732,0.003
66733,0.017
66734,0.004
66735,0.002
66736,0.003
66737,0.06
66738,0.001
66739,0.009
66740,0.01
66741,0.007
66742,0.002
66743,0.005
66744,0.003
66745,0.009
66746,0.012
66747,0.003
66748,0.003
66749,0.003
66750,0.043
66751,0.008
66752,0.13
66753,0.016
66754,0.023
66755,0.028
66756,0.004
66757,0
66758,0.12
66759,0.171
66760,0.17
66761,0.05
66762,0.158
66763,0.077
66764,0.011
66765,0.07
66766,0.014
66767,0.001
66768,0.144
66769,0.014
66770,0.008
66771,0.006
66772,0.004
66773,0.007
66774,0.007
66775,0.003
66776,0.002
66777,0.062
66778,0.014
66779,0.001
66780,0
66781,0.003
66782,0.006
66783,0.025
66784,0.002
66785,0.008
66786,0.002
66787,0.001
66788,0.004
66789,0.027
66790,0.022
66791,0.006
66792,0
66793,0.003
66794,0.002
66795,0.002
66796,0.004
66797,0.002
66798,0.002
66799,0
66800,0.029
66801,0.006
66802,0.004
66803,0.001
66804,0.005
66805,0.007
66806,0.025
66807,0.009
66808,0.002
66809,0.002
66810,0.009
66811,0.002
66812,0.004
66813,0
66814,0
66815,0.003
66816,0.001
66817,0.006
66818,0.003
66819,0.001
66820,0.002
66821,0.006
66822,0
66823,0.009
66824,0.008
66825,0.005
66826,0.004
66827,0.021
66828,0.002
66829,0.017
66830,0.001
66831,0.006
66832,0.001
66833,0.007
66834,0.018
66835,0.001
66836,0.003
66837,0.002
66838,0.005
66839,0.01
66840,0
66841,0
66842,0.011
66843,0.003
66844,0.01
66845,0.016
66846,0
66847,0.021
66848,0.05
66849,0.007
66850,0.015
66851,0.001
66852,0.003
66853,0.006
66854,0.007
66855,0.002
66856,0.002
66857,0.001
66858,0.004
66859,0.004
66860,0
66861,0.02
66862,0.003
66863,0.025
66864,0.002
66865,0.013
66866,0.035
66867,0.024
66868,0.005
66869,0.008
66870,0.012
66871,0.03
66872,0.004
66873,0.001
66874,0.007
66875,0.005
66876,0.023
66877,0.004
66878,0.004
66879,0.001
66880,0.012
66881,0.005
66882,0
66883,0.008
66884,0.014
66885,0
66886,0
66887,0.033
66888,0.002
66889,0
66890,0.011
66891,0.02
66892,0.06
66893,0.003
66894,0.04
66895,0.004
66896,0.006
66897,0.001
66898,0.001
66899,0.038
66900,0.042
66901,0.017
66902,0.079
66903,0.001
66904,0.001
66905,0.004
66906,0.007
66907,0.004
66908,0.002
66909,0.035
66910,0.008
66911,0.018
66912,0.041
66913,0.007
66914,0.007
66915,0.038
66916,0.014
66917,0.002
66918,0.013
66919,0.037
66920,0.021
66921,0.004
66922,0.002
66923,0.013
66924,0.007
66925,0.021
66926,0.003
66927,0.016
66928,0.004
66929,0.005
66930,0.034
66931,0.026
66932,0.01
66933,0.002
66934,0.014
66935,0.044
66936,0.044
66937,0.004
66938,0.004
66939,0.005
66940,0.003
66941,0.002
66942,0.001
66943,0.002
66944,0.024
66945,0.044
66946,0.008
66947,0
66948,0.017
66949,0.005
66950,0
66951,0.008
66952,0.026
66953,0.007
66954,0.001
66955,0.019
66956,0.01
66957,0.018
66958,0.062
66959,0.01
66960,0.01
66961,0.002
66962,0.003
66963,0.006
66964,0.04
66965,0.009
66966,0.145
66967,0.075
66968,0.019
66969,0.021
66970,0.001
66971,0.008
66972,0.001
66973,0.037
66974,0.004
66975,0.009
66976,0.007
66977,0.008
66978,0.006
66979,0.003
66980,0.009
66981,0.004
66982,0.043
66983,0.003
66984,0
66985,0.005
66986,0.009
66987,0.058
66988,0
66989,0.005
66990,0.006
66991,0.007
66992,0.019
66993,0.002
66994,0.019
66995,0
66996,0
66997,0.008
66998,0.022
66999,0.002
67000,0
67001,0.038
67002,0.012
67003,0.001
67004,0.021
67005,0.034
67006,0.002
67007,0.133
67008,0.005
67009,0.001
67010,0.002
67011,0.001
67012,0.005
67013,0.002
67014,0.003
67015,0
67016,0.012
67017,0.006
67018,0.005
67019,0.001
67020,0.001
67021,0.004
67022,0.012
67023,0.005
67024,0
67025,0.001
67026,0.001
67027,0.058
67028,0.008
67029,0.024
67030,0
67031,0.006
67032,0.003
67033,0.004
67034,0.024
67035,0.011
67036,0.006
67037,0.002
67038,0.006
67039,0.007
67040,0.004
67041,0
67042,0.001
67043,0.001
67044,0.024
67045,0
67046,0.002
67047,0.01
67048,0.001
67049,0.001
67050,0.003
67051,0.003
67052,0.021
67053,0.006
67054,0.001
67055,0.001
67056,0.004
67057,0.007
67058,0.011
67059,0.001
67060,0.005
67061,0.018
67062,0.008
67063,0.011
67064,0.003
67065,0.003
67066,0.001
67067,0.001
67068,0.009
67069,0.004
67070,0.004
67071,0.094
67072,0.005
67073,0.01
67074,0.019
67075,0
67076,0.001
67077,0.017
67078,0.007
67079,0.002
67080,0.005
67081,0
67082,0.004
67083,0
67084,0.008
67085,0.001
67086,0.002
67087,0.004
67088,0.001
67089,0.009
67090,0
67091,0.002
67092,0.002
67093,0.001
67094,0.001
67095,0.001
67096,0.001
67097,0.045
67098,0.004
67099,0
67100,0.006
67101,0.004
67102,0.013
67103,0.005
67104,0.002
67105,0.029
67106,0.001
67107,0
67108,0.002
67109,0.017
67110,0.012
67111,0
67112,0.004
67113,0.003
67114,0.002
67115,0.005
67116,0.001
67117,0.001
67118,0.001
67119,0.012
67120,0.006
67121,0.004
67122,0.008
67123,0.012
67124,0.002
67125,0.009
67126,0.037
67127,0.003
67128,0.01
67129,0.005
67130,0.006
67131,0.002
67132,0.008
67133,0.007
67134,0.006
67135,0.01
67136,0.009
67137,0.01
67138,0.006
67139,0.037
67140,0.005
67141,0.005
67142,0.002
67143,0
67144,0.003
67145,0.003
67146,0.021
67147,0
67148,0.006
67149,0.002
67150,0.003
67151,0.011
67152,0.004
67153,0.04
67154,0.008
67155,0.005
67156,0.005
67157,0.007
67158,0.003
67159,0.003
67160,0.012
67161,0.02
67162,0.018
67163,0.013
67164,0.024
67165,0.005
67166,0.002
67167,0.003
67168,0.005
67169,0.032
67170,0.052
67171,0.004
67172,0.002
67173,0
67174,0
67175,0
67176,0.003
67177,0.007
67178,0.009
67179,0.003
67180,0.069
67181,0.037
67182,0.023
67183,0.004
67184,0.002
67185,0.022
67186,0.006
67187,0.028
67188,0.029
67189,0.002
67190,0.001
67191,0.002
67192,0.007
67193,0.006
67194,0.02
67195,0.003
67196,0.017
67197,0.002
67198,0.001
67199,0.003
67200,0.006
67201,0
67202,0.002
67203,0.016
67204,0.004
67205,0.001
67206,0.013
67207,0
67208,0.001
67209,0.001
67210,0.016
67211,0.003
67212,0.008
67213,0.007
67214,0.002
67215,0.018
67216,0.005
67217,0.008
67218,0.054
67219,0.065
67220,0
67221,0
67222,0.012
67223,0.003
67224,0.002
67225,0.055
67226,0.002
67227,0.022
67228,0.019
67229,0.002
67230,0.013
67231,0.042
67232,0.071
67233,0.001
67234,0.133
67235,0.102
67236,0.003
67237,0.002
67238,0.004
67239,0.028
67240,0.038
67241,0.006
67242,0.011
67243,0.013
67244,0.022
67245,0.003
67246,0.077
67247,0.021
67248,0.013
67249,0.006
67250,0.002
67251,0
67252,0.006
67253,0
67254,0.004
67255,0.004
67256,0.067
67257,0.002
67258,0.007
67259,0.064
67260,0.011
67261,0.001
67262,0.002
67263,0.036
67264,0
67265,0.03
67266,0
67267,0.006
67268,0.018
67269,0.022
67270,0.01
67271,0.005
67272,0.004
67273,0.016
67274,0.009
67275,0.002
67276,0.01
67277,0.01
67278,0.003
67279,0.011
67280,0.002
67281,0.023
67282,0.011
67283,0.002
67284,0.028
67285,0.002
67286,0
67287,0.003
67288,0.008
67289,0.001
67290,0.002
67291,0
67292,0.005
67293,0.002
67294,0.01
67295,0.033
67296,0.001
67297,0.001
67298,0.008
67299,0.005
67300,0.03
67301,0.004
67302,0.002
67303,0.005
67304,0.014
67305,0.005
67306,0
67307,0.013
67308,0.056
67309,0.009
67310,0.004
67311,0
67312,0.004
67313,0.023
67314,0.048
67315,0.011
67316,0
67317,0
67318,0.002
67319,0.009
67320,0.001
67321,0.025
67322,0.001
67323,0.076
67324,0.006
67325,0.008
67326,0.003
67327,0.016
67328,0.014
67329,0
67330,0.001
67331,0.022
67332,0.002
67333,0.015
67334,0.001
67335,0
67336,0.027
67337,0.016
67338,0.044
67339,0.005
67340,0.005
67341,0.015
67342,0.002
67343,0.01
67344,0.018
67345,0.002
67346,0.002
67347,0.003
67348,0.013
67349,0.006
67350,0
67351,0.037
67352,0.004
67353,0.052
67354,0.024
67355,0.009
67356,0.002
67357,0.013
67358,0.008
67359,0
67360,0.038
67361,0.016
67362,0.009
67363,0.001
67364,0.003
67365,0.038
67366,0.014
67367,0.008
67368,0.002
67369,0.015
67370,0
67371,0
67372,0.001
67373,0.003
67374,0.015
67375,0
67376,0.003
67377,0.028
67378,0.01
67379,0.003
67380,0.009
67381,0.002
67382,0
67383,0.002
67384,0.001
67385,0.011
67386,0.002
67387,0.002
67388,0
67389,0.009
67390,0
67391,0.001
67392,0.007
67393,0.014
67394,0.014
67395,0.06
67396,0.025
67397,0.023
67398,0.012
67399,0.184
67400,0.002
67401,0.002
67402,0.008
67403,0.012
67404,0.001
67405,0.025
67406,0.02
67407,0.104
67408,0.002
67409,0.008
67410,0.014
67411,0.005
67412,0.005
67413,0.01
67414,0.015
67415,0.025
67416,0.017
67417,0.009
67418,0.028
67419,0.004
67420,0.003
67421,0.004
67422,0.007
67423,0.004
67424,0.011
67425,0.068
67426,0.001
67427,0
67428,0.005
67429,0.013
67430,0.003
67431,0.007
67432,0.004
67433,0.001
67434,0.023
67435,0.011
67436,0.002
67437,0.14
67438,0.002
67439,0.057
67440,0.03
67441,0
67442,0.047
67443,0.013
67444,0.001
67445,0.001
67446,0.008
67447,0.001
67448,0.003
67449,0.001
67450,0.007
67451,0.005
67452,0.008
67453,0.005
67454,0
67455,0.001
67456,0
67457,0.002
67458,0.006
67459,0.003
67460,0.018
67461,0.003
67462,0.003
67463,0.005
67464,0.007
67465,0
67466,0.027
67467,0.038
67468,0.006
67469,0.009
67470,0.019
67471,0.038
67472,0.003
67473,0.002
67474,0.025
67475,0
67476,0.002
67477,0
67478,0.005
67479,0.006
67480,0.007
67481,0.003
67482,0.002
67483,0.001
67484,0.01
67485,0
67486,0.03
67487,0.001
67488,0.028
67489,0.003
67490,0.033
67491,0.008
67492,0.002
67493,0.035
67494,0.017
67495,0.007
67496,0.002
67497,0.006
67498,0.032
67499,0.008
67500,0.018
67501,0.009
67502,0.001
67503,0.001
67504,0.006
67505,0.029
67506,0.002
67507,0.009
67508,0.047
67509,0
67510,0.002
67511,0.003
67512,0.002
67513,0.005
67514,0.009
67515,0.005
