"claim_id","probabilities"
65623,0.003
65624,0.012
65625,0.023
65626,0
65627,0.002
65628,0.001
65629,0
65630,0.012
65631,0.019
65632,0.007
65633,0.014
65634,0
65635,0.006
65636,0.01
65637,0.014
65638,0.022
65639,0.001
65640,0.043
65641,0.004
65642,0
65643,0.012
65644,0.003
65645,0.001
65646,0.014
65647,0.015
65648,0.013
65649,0
65650,0.004
65651,0.015
65652,0.022
65653,0.014
65654,0.003
65655,0.009
65656,0.006
65657,0.003
65658,0.018
65659,0.001
65660,0.001
65661,0.006
65662,0.043
65663,0.021
65664,0.005
65665,0.014
65666,0.023
65667,0.001
65668,0.003
65669,0.001
65670,0.002
65671,0
65672,0.013
65673,0.006
65674,0.016
65675,0.01
65676,0.001
65677,0.003
65678,0.011
65679,0.001
65680,0
65681,0.002
65682,0
65683,0.007
65684,0.007
65685,0.001
65686,0.005
65687,0.013
65688,0.003
65689,0
65690,0.005
65691,0.006
65692,0.001
65693,0.003
65694,0.005
65695,0.024
65696,0.004
65697,0
65698,0.028
65699,0.01
65700,0.012
65701,0.001
65702,0.002
65703,0.007
65704,0.005
65705,0.015
65706,0.008
65707,0.003
65708,0.011
65709,0.005
65710,0.251
65711,0.002
65712,0.018
65713,0.015
65714,0.082
65715,0.004
65716,0.188
65717,0.021
65718,0.001
65719,0.003
65720,0.059
65721,0.011
65722,0.014
65723,0.003
65724,0
65725,0.01
65726,0.08
65727,0.006
65728,0.016
65729,0
65730,0.007
65731,0.007
65732,0.001
65733,0.002
65734,0.002
65735,0.027
65736,0.001
65737,0.009
65738,0.003
65739,0.202
65740,0.001
65741,0.025
65742,0.02
65743,0.004
65744,0.006
65745,0.021
65746,0.014
65747,0.005
65748,0.001
65749,0.015
65750,0.002
65751,0
65752,0
65753,0.011
65754,0.002
65755,0.005
65756,0.005
65757,0.018
65758,0.001
65759,0.007
65760,0.012
65761,0.007
65762,0.001
65763,0.014
65764,0.054
65765,0.006
65766,0.001
65767,0.074
65768,0.003
65769,0.08
65770,0.001
65771,0.066
65772,0
65773,0.003
65774,0.01
65775,0.003
65776,0.003
65777,0.001
65778,0.004
65779,0.047
65780,0.013
65781,0.005
65782,0.002
65783,0.009
65784,0.001
65785,0.004
65786,0.003
65787,0.06
65788,0.01
65789,0.002
65790,0.008
65791,0.001
65792,0.019
65793,0.004
65794,0.003
65795,0.006
65796,0.005
65797,0
65798,0.003
65799,0.03
65800,0.013
65801,0.016
65802,0.006
65803,0.004
65804,0.001
65805,0.001
65806,0.007
65807,0.001
65808,0.006
65809,0.004
65810,0.06
65811,0
65812,0.018
65813,0.025
65814,0.001
65815,0.008
65816,0.003
65817,0.042
65818,0.007
65819,0.016
65820,0.007
65821,0
65822,0.02
65823,0
65824,0.002
65825,0.022
65826,0.004
65827,0.022
65828,0.004
65829,0
65830,0.001
65831,0
65832,0.002
65833,0
65834,0.033
65835,0.002
65836,0.006
65837,0.011
65838,0.006
65839,0.001
65840,0.012
65841,0.002
65842,0.008
65843,0.002
65844,0
65845,0.003
65846,0.007
65847,0.02
65848,0.004
65849,0.012
65850,0.027
65851,0.014
65852,0.049
65853,0.013
65854,0.066
65855,0.003
65856,0
65857,0.001
65858,0.003
65859,0.003
65860,0.002
65861,0.024
65862,0.026
65863,0.013
65864,0.009
65865,0.003
65866,0.001
65867,0.016
65868,0.018
65869,0
65870,0.008
65871,0.026
65872,0.005
65873,0.032
65874,0.019
65875,0.001
65876,0.019
65877,0.005
65878,0.02
65879,0.023
65880,0.012
65881,0
65882,0.014
65883,0.004
65884,0.02
65885,0.012
65886,0.088
65887,0.016
65888,0.025
65889,0
65890,0.015
65891,0.074
65892,0.002
65893,0.003
65894,0.002
65895,0.01
65896,0.002
65897,0.006
65898,0.009
65899,0
65900,0.001
65901,0.01
65902,0.005
65903,0
65904,0.006
65905,0.008
65906,0.001
65907,0.002
65908,0.025
65909,0.008
65910,0.003
65911,0.016
65912,0.012
65913,0.018
65914,0.005
65915,0.001
65916,0.005
65917,0.006
65918,0.029
65919,0.004
65920,0.025
65921,0.029
65922,0.021
65923,0.01
65924,0.005
65925,0.029
65926,0.017
65927,0.001
65928,0.007
65929,0.028
65930,0.01
65931,0.024
65932,0.033
65933,0.022
65934,0.025
65935,0.004
65936,0.004
65937,0.018
65938,0.014
65939,0.007
65940,0.001
65941,0
65942,0.058
65943,0.005
65944,0.033
65945,0.002
65946,0.01
65947,0.027
65948,0.002
65949,0.015
65950,0.003
65951,0.037
65952,0.002
65953,0.002
65954,0
65955,0.008
65956,0.038
65957,0.012
65958,0.003
65959,0.019
65960,0.021
65961,0
65962,0.004
65963,0.002
65964,0
65965,0.001
65966,0
65967,0
65968,0.003
65969,0.001
65970,0.008
65971,0
65972,0.022
65973,0
65974,0.003
65975,0.001
65976,0.021
65977,0.009
65978,0.001
65979,0
65980,0
65981,0.003
65982,0.006
65983,0.02
65984,0.006
65985,0
65986,0
65987,0.013
65988,0
65989,0.001
65990,0.002
65991,0.001
65992,0.008
65993,0.011
65994,0.002
65995,0.001
65996,0.036
65997,0.017
65998,0.009
65999,0.01
66000,0.016
66001,0.008
66002,0.016
66003,0.011
66004,0.017
66005,0.043
66006,0.002
66007,0
66008,0.013
66009,0.024
66010,0.004
66011,0.003
66012,0.005
66013,0.018
66014,0.007
66015,0.004
66016,0.122
66017,0.081
66018,0.026
66019,0.01
66020,0.034
66021,0.416
66022,0.005
66023,0.007
66024,0.015
66025,0.021
66026,0.003
66027,0.071
66028,0.011
66029,0.043
66030,0.017
66031,0.005
66032,0.039
66033,0.003
66034,0.003
66035,0.018
66036,0
66037,0.003
66038,0.034
66039,0.009
66040,0.002
66041,0.012
66042,0.001
66043,0.027
66044,0.002
66045,0.006
66046,0.004
66047,0.003
66048,0.037
66049,0.041
66050,0.006
66051,0.003
66052,0.088
66053,0.006
66054,0.004
66055,0.002
66056,0.006
66057,0.009
66058,0.015
66059,0.008
66060,0.001
66061,0.021
66062,0.014
66063,0.006
66064,0.014
66065,0.019
66066,0.005
66067,0
66068,0.001
66069,0
66070,0
66071,0.003
66072,0.001
66073,0.045
66074,0
66075,0.034
66076,0.015
66077,0.005
66078,0.015
66079,0.005
66080,0.028
66081,0.001
66082,0.001
66083,0.006
66084,0.001
66085,0.008
66086,0.001
66087,0.141
66088,0.003
66089,0.004
66090,0.004
66091,0.003
66092,0.005
66093,0.001
66094,0.008
66095,0.001
66096,0.009
66097,0.002
66098,0.084
66099,0.009
66100,0.006
66101,0.032
66102,0.009
66103,0.002
66104,0.056
66105,0.009
66106,0.003
66107,0.002
66108,0.004
66109,0.018
66110,0.01
66111,0.007
66112,0.004
66113,0.004
66114,0.038
66115,0.005
66116,0.017
66117,0.034
66118,0.091
66119,0.018
66120,0.039
66121,0.001
66122,0.01
66123,0.028
66124,0.003
66125,0
66126,0.003
66127,0.016
66128,0
66129,0.001
66130,0.011
66131,0.001
66132,0.003
66133,0.01
66134,0
66135,0.006
66136,0.029
66137,0
66138,0.001
66139,0.064
66140,0.002
66141,0.031
66142,0.005
66143,0.06
66144,0.009
66145,0.002
66146,0.004
66147,0.008
66148,0.015
66149,0.023
66150,0.008
66151,0.003
66152,0.013
66153,0.001
66154,0.003
66155,0.013
66156,0.004
66157,0.014
66158,0
66159,0.004
66160,0.023
66161,0.005
66162,0.004
66163,0.005
66164,0.027
66165,0
66166,0.004
66167,0.007
66168,0.003
66169,0.003
66170,0.014
66171,0.006
66172,0.004
66173,0.004
66174,0.007
66175,0.003
66176,0.043
66177,0.002
66178,0.001
66179,0.009
66180,0.009
66181,0.004
66182,0.006
66183,0.01
66184,0.006
66185,0.002
66186,0.006
66187,0.001
66188,0.041
66189,0.005
66190,0.017
66191,0.081
66192,0.02
66193,0.055
66194,0.041
66195,0.011
66196,0.02
66197,0.001
66198,0.003
66199,0.073
66200,0.01
66201,0.037
66202,0.028
66203,0.065
66204,0.007
66205,0.001
66206,0.02
66207,0.025
66208,0.004
66209,0.015
66210,0.015
66211,0.006
66212,0.003
66213,0
66214,0.003
66215,0.005
66216,0.001
66217,0.004
66218,0.058
66219,0.005
66220,0.011
66221,0.017
66222,0.012
66223,0.003
66224,0.035
66225,0.007
66226,0.009
66227,0.004
66228,0.001
66229,0.002
66230,0.002
66231,0.007
66232,0.002
66233,0.003
66234,0.002
66235,0.002
66236,0
66237,0.03
66238,0.009
66239,0.111
66240,0.001
66241,0.011
66242,0.002
66243,0.012
66244,0.002
66245,0.007
66246,0.013
66247,0.062
66248,0.027
66249,0.006
66250,0.001
66251,0.004
66252,0.001
66253,0
66254,0.021
66255,0.005
66256,0.036
66257,0
66258,0.012
66259,0.007
66260,0.005
66261,0.001
66262,0.001
66263,0.002
66264,0.003
66265,0.004
66266,0.004
66267,0.012
66268,0.001
66269,0.001
66270,0.005
66271,0.003
66272,0.002
66273,0.005
66274,0.007
66275,0.007
66276,0.003
66277,0.01
66278,0.005
66279,0.004
66280,0.009
66281,0.005
66282,0.001
66283,0.033
66284,0
66285,0.005
66286,0.008
66287,0.002
66288,0.002
66289,0.001
66290,0
66291,0.081
66292,0.004
66293,0.004
66294,0.004
66295,0.008
66296,0.007
66297,0.001
66298,0.005
66299,0.004
66300,0
66301,0.011
66302,0.003
66303,0.021
66304,0.004
66305,0.006
66306,0.021
66307,0.013
66308,0.008
66309,0.575
66310,0.018
66311,0.001
66312,0.005
66313,0.011
66314,0.032
66315,0.005
66316,0.004
66317,0.001
66318,0.003
66319,0.001
66320,0.009
66321,0.007
66322,0
66323,0.082
66324,0.01
66325,0.001
66326,0.002
66327,0.002
66328,0.001
66329,0.136
66330,0.01
66331,0.006
66332,0.003
66333,0.008
66334,0.007
66335,0.012
66336,0.002
66337,0.003
66338,0.002
66339,0.002
66340,0.089
66341,0.023
66342,0.004
66343,0
66344,0.041
66345,0.08
66346,0.338
66347,0.02
66348,0.012
66349,0.015
66350,0.005
66351,0.001
66352,0.01
66353,0
66354,0.008
66355,0.006
66356,0.005
66357,0.006
66358,0
66359,0.019
66360,0.014
66361,0.001
66362,0.003
66363,0.03
66364,0.01
66365,0.011
66366,0.001
66367,0.066
66368,0.013
66369,0.004
66370,0.042
66371,0.003
66372,0.003
66373,0.014
66374,0.033
66375,0.021
66376,0.006
66377,0.069
66378,0.009
66379,0.009
66380,0.035
66381,0.017
66382,0.029
66383,0.023
66384,0.068
66385,0.173
66386,0.003
66387,0.004
66388,0.002
66389,0.005
66390,0.004
66391,0.002
66392,0.011
66393,0.002
66394,0.005
66395,0.008
66396,0.004
66397,0.002
66398,0.01
66399,0.004
66400,0.02
66401,0.011
66402,0.008
66403,0.005
66404,0.005
66405,0.003
66406,0.008
66407,0.003
66408,0.026
66409,0.017
66410,0.001
66411,0.005
66412,0.011
66413,0.101
66414,0.036
66415,0.019
66416,0.001
66417,0.001
66418,0.02
66419,0.003
66420,0.011
66421,0.002
66422,0
66423,0.015
66424,0.023
66425,0.004
66426,0.026
66427,0
66428,0
66429,0.006
66430,0.01
66431,0.018
66432,0.001
66433,0.019
66434,0.001
66435,0.006
66436,0.013
66437,0.001
66438,0.024
66439,0
66440,0.003
66441,0.001
66442,0.002
66443,0.003
66444,0.001
66445,0.002
66446,0.017
66447,0.019
66448,0.004
66449,0.006
66450,0.002
66451,0.004
66452,0.009
66453,0.039
66454,0.012
66455,0.001
66456,0.026
66457,0.004
66458,0.008
66459,0.004
66460,0.003
66461,0
66462,0.002
66463,0.003
66464,0.026
66465,0.003
66466,0.003
66467,0.001
66468,0
66469,0.004
66470,0.053
66471,0.021
66472,0.003
66473,0.006
66474,0.004
66475,0.009
66476,0.018
66477,0
66478,0.01
66479,0.003
66480,0.013
66481,0
66482,0.001
66483,0.017
66484,0.004
66485,0.016
66486,0.005
66487,0.015
66488,0.026
66489,0.005
66490,0.008
66491,0.014
66492,0.004
66493,0.007
66494,0.051
66495,0.009
66496,0.001
66497,0.003
66498,0.015
66499,0.001
66500,0.006
66501,0.346
66502,0.006
66503,0.007
66504,0.036
66505,0.046
66506,0.005
66507,0.012
66508,0.001
66509,0.007
66510,0.064
66511,0.014
66512,0.018
66513,0.011
66514,0.004
66515,0.009
66516,0.006
66517,0.028
66518,0.004
66519,0.01
66520,0.003
66521,0.002
66522,0.001
66523,0.003
66524,0.043
66525,0.001
66526,0.045
66527,0.003
66528,0.002
66529,0.011
66530,0.001
66531,0.011
66532,0.006
66533,0.088
66534,0.025
66535,0.001
66536,0.004
66537,0.006
66538,0.004
66539,0.002
66540,0.02
66541,0.003
66542,0.015
66543,0.012
66544,0.003
66545,0.002
66546,0.003
66547,0.003
66548,0.023
66549,0.044
66550,0.018
66551,0.007
66552,0.001
66553,0.001
66554,0.006
66555,0
66556,0.003
66557,0.034
66558,0.01
66559,0.019
66560,0.005
66561,0.01
66562,0.006
66563,0.02
66564,0.008
66565,0.007
66566,0.014
66567,0.004
66568,0.001
66569,0.016
66570,0.015
66571,0.014
66572,0.016
66573,0.003
66574,0.023
66575,0.013
66576,0.001
66577,0.015
66578,0.007
66579,0.006
66580,0.002
66581,0.003
66582,0.013
66583,0.011
66584,0.004
66585,0.006
66586,0.006
66587,0.001
66588,0.002
66589,0.002
66590,0.015
66591,0.002
66592,0.011
66593,0.001
66594,0
66595,0
66596,0.003
66597,0.004
66598,0.004
66599,0.003
66600,0.001
66601,0.004
66602,0.029
66603,0.005
66604,0.02
66605,0.005
66606,0.004
66607,0
66608,0
66609,0.002
66610,0.007
66611,0
66612,0.002
66613,0.002
66614,0.003
66615,0
66616,0.033
66617,0.015
66618,0.004
66619,0.005
66620,0.003
66621,0.014
66622,0.001
66623,0.004
66624,0.006
66625,0
66626,0.003
66627,0.011
66628,0.003
66629,0.007
66630,0.003
66631,0.006
66632,0.001
66633,0.003
66634,0.002
66635,0.021
66636,0.018
66637,0.001
66638,0.006
66639,0.004
66640,0
66641,0.002
66642,0.011
66643,0.001
66644,0.009
66645,0.008
66646,0.004
66647,0.002
66648,0
66649,0
66650,0.003
66651,0.011
66652,0.023
66653,0.025
66654,0.009
66655,0.005
66656,0.005
66657,0.011
66658,0.022
66659,0.001
66660,0.005
66661,0.01
66662,0.006
66663,0.015
66664,0.004
66665,0.008
66666,0.001
66667,0.008
66668,0.003
66669,0.01
66670,0.008
66671,0.003
66672,0.011
66673,0.001
66674,0.035
66675,0.026
66676,0.021
66677,0.008
66678,0.018
66679,0.001
66680,0.003
66681,0.019
66682,0.028
66683,0.007
66684,0.011
66685,0.019
66686,0.005
66687,0.001
66688,0.004
66689,0.004
66690,0.009
66691,0.002
66692,0.021
66693,0.008
66694,0.006
66695,0.013
66696,0.009
66697,0.021
66698,0.009
66699,0.001
66700,0.004
66701,0.005
66702,0.003
66703,0.017
66704,0.035
66705,0.009
66706,0
66707,0.001
66708,0.001
66709,0.01
66710,0
66711,0
66712,0.117
66713,0.002
66714,0.007
66715,0.028
66716,0
66717,0.011
66718,0.007
66719,0.018
66720,0.012
66721,0.021
66722,0.009
66723,0.004
66724,0.002
66725,0.005
66726,0.005
66727,0.003
66728,0.016
66729,0.001
66730,0.004
66731,0.006
66732,0.001
66733,0.018
66734,0
66735,0.002
66736,0.012
66737,0.05
66738,0.004
66739,0.006
66740,0.014
66741,0.008
66742,0
66743,0.009
66744,0.001
66745,0.003
66746,0.013
66747,0.003
66748,0.004
66749,0.002
66750,0.044
66751,0.011
66752,0.175
66753,0.022
66754,0.02
66755,0.05
66756,0.003
66757,0
66758,0.128
66759,0.178
66760,0.201
66761,0.06
66762,0.15
66763,0.08
66764,0.017
66765,0.083
66766,0.021
66767,0.002
66768,0.161
66769,0.008
66770,0.005
66771,0.005
66772,0.008
66773,0.011
66774,0.004
66775,0.005
66776,0.002
66777,0.017
66778,0.012
66779,0.001
66780,0.007
66781,0.005
66782,0.004
66783,0.02
66784,0.006
66785,0.006
66786,0.002
66787,0
66788,0.002
66789,0.027
66790,0.017
66791,0.005
66792,0
66793,0.003
66794,0.001
66795,0.001
66796,0.003
66797,0.006
66798,0
66799,0
66800,0.027
66801,0.006
66802,0.004
66803,0.002
66804,0.008
66805,0.009
66806,0.027
66807,0.008
66808,0.004
66809,0.002
66810,0.01
66811,0.004
66812,0.003
66813,0
66814,0.001
66815,0.001
66816,0
66817,0.008
66818,0.005
66819,0.004
66820,0.001
66821,0.003
66822,0.001
66823,0.009
66824,0.008
66825,0.008
66826,0.005
66827,0.012
66828,0.001
66829,0.015
66830,0.002
66831,0.002
66832,0.001
66833,0.007
66834,0.012
66835,0
66836,0.005
66837,0
66838,0.001
66839,0.009
66840,0.002
66841,0
66842,0.012
66843,0
66844,0.008
66845,0.018
66846,0.002
66847,0.015
66848,0.04
66849,0.005
66850,0.015
66851,0
66852,0.002
66853,0.003
66854,0.006
66855,0.001
66856,0.003
66857,0.002
66858,0.005
66859,0.005
66860,0.001
66861,0.014
66862,0.006
66863,0.033
66864,0.003
66865,0.013
66866,0.041
66867,0.014
66868,0.006
66869,0.011
66870,0.019
66871,0.034
66872,0.003
66873,0.003
66874,0.007
66875,0.007
66876,0.024
66877,0.025
66878,0
66879,0.005
66880,0.004
66881,0.003
66882,0.002
66883,0.006
66884,0.02
66885,0.004
66886,0.001
66887,0.031
66888,0.007
66889,0.001
66890,0.01
66891,0.011
66892,0.039
66893,0.001
66894,0.032
66895,0.006
66896,0.003
66897,0.001
66898,0.003
66899,0.036
66900,0.039
66901,0.016
66902,0.066
66903,0
66904,0.002
66905,0.006
66906,0.008
66907,0.004
66908,0.003
66909,0.016
66910,0.006
66911,0.013
66912,0.019
66913,0.009
66914,0.006
66915,0.013
66916,0.007
66917,0.001
66918,0.013
66919,0.05
66920,0.017
66921,0.012
66922,0.001
66923,0.012
66924,0.017
66925,0.007
66926,0.005
66927,0.019
66928,0.009
66929,0.003
66930,0.034
66931,0.013
66932,0.008
66933,0.002
66934,0.016
66935,0.028
66936,0.045
66937,0.003
66938,0.001
66939,0.005
66940,0.007
66941,0.002
66942,0.001
66943,0.001
66944,0.011
66945,0.034
66946,0.011
66947,0.001
66948,0.005
66949,0.008
66950,0.002
66951,0.01
66952,0.018
66953,0.006
66954,0
66955,0.011
66956,0.013
66957,0.017
66958,0.078
66959,0.018
66960,0.01
66961,0.013
66962,0.007
66963,0.004
66964,0.041
66965,0.008
66966,0.11
66967,0.095
66968,0.015
66969,0.019
66970,0
66971,0.001
66972,0.002
66973,0.037
66974,0.001
66975,0.009
66976,0.008
66977,0.015
66978,0.007
66979,0.005
66980,0.014
66981,0.005
66982,0.039
66983,0.005
66984,0.002
66985,0.004
66986,0.008
66987,0.051
66988,0
66989,0.004
66990,0.007
66991,0.013
66992,0.019
66993,0.002
66994,0.035
66995,0
66996,0.001
66997,0.002
66998,0.021
66999,0
67000,0.005
67001,0.031
67002,0.007
67003,0.001
67004,0.017
67005,0.025
67006,0.002
67007,0.151
67008,0.002
67009,0
67010,0.005
67011,0
67012,0.003
67013,0.002
67014,0.001
67015,0
67016,0.016
67017,0.006
67018,0.004
67019,0.001
67020,0.001
67021,0.009
67022,0.008
67023,0.005
67024,0.003
67025,0
67026,0.002
67027,0.055
67028,0.008
67029,0.027
67030,0
67031,0.004
67032,0.002
67033,0.002
67034,0.02
67035,0.01
67036,0.003
67037,0.003
67038,0.005
67039,0.005
67040,0.007
67041,0.001
67042,0.003
67043,0.002
67044,0.025
67045,0
67046,0.001
67047,0.011
67048,0.003
67049,0.002
67050,0.003
67051,0.004
67052,0.018
67053,0.009
67054,0.001
67055,0.003
67056,0.004
67057,0.004
67058,0.015
67059,0.003
67060,0.004
67061,0.038
67062,0.011
67063,0.03
67064,0.01
67065,0.001
67066,0.006
67067,0.002
67068,0.005
67069,0.001
67070,0.013
67071,0.098
67072,0.003
67073,0.008
67074,0.02
67075,0
67076,0.004
67077,0.02
67078,0.005
67079,0
67080,0.005
67081,0
67082,0.002
67083,0
67084,0.011
67085,0
67086,0
67087,0.004
67088,0.001
67089,0.005
67090,0.002
67091,0.005
67092,0.001
67093,0.002
67094,0.004
67095,0
67096,0.001
67097,0.042
67098,0.003
67099,0.001
67100,0.001
67101,0.002
67102,0.007
67103,0.002
67104,0.001
67105,0.012
67106,0
67107,0
67108,0.001
67109,0.016
67110,0.015
67111,0.001
67112,0.003
67113,0.001
67114,0.001
67115,0.005
67116,0.003
67117,0.001
67118,0
67119,0.012
67120,0.005
67121,0.004
67122,0.009
67123,0.011
67124,0.003
67125,0.007
67126,0.035
67127,0.009
67128,0.005
67129,0.004
67130,0.01
67131,0.004
67132,0.003
67133,0.001
67134,0.006
67135,0.013
67136,0.004
67137,0.003
67138,0.001
67139,0.032
67140,0.009
67141,0.002
67142,0.005
67143,0
67144,0.004
67145,0.003
67146,0.001
67147,0
67148,0.009
67149,0
67150,0.004
67151,0.011
67152,0.002
67153,0.033
67154,0.019
67155,0.007
67156,0.006
67157,0.011
67158,0.002
67159,0.001
67160,0.009
67161,0.019
67162,0.032
67163,0.015
67164,0.017
67165,0.006
67166,0.003
67167,0.002
67168,0.001
67169,0.038
67170,0.065
67171,0.005
67172,0.003
67173,0
67174,0.003
67175,0
67176,0.004
67177,0.006
67178,0.007
67179,0.001
67180,0.059
67181,0.069
67182,0.022
67183,0.005
67184,0.001
67185,0.052
67186,0.006
67187,0.054
67188,0.008
67189,0.002
67190,0
67191,0.003
67192,0.008
67193,0.004
67194,0.017
67195,0
67196,0.022
67197,0.004
67198,0
67199,0.004
67200,0.002
67201,0
67202,0.001
67203,0.017
67204,0.001
67205,0
67206,0.009
67207,0
67208,0.001
67209,0.001
67210,0.029
67211,0.002
67212,0.013
67213,0.008
67214,0.001
67215,0.01
67216,0.001
67217,0.008
67218,0.036
67219,0.017
67220,0.001
67221,0
67222,0.018
67223,0.003
67224,0.001
67225,0.038
67226,0.003
67227,0.026
67228,0.013
67229,0.002
67230,0.02
67231,0.039
67232,0.056
67233,0.002
67234,0.136
67235,0.054
67236,0.003
67237,0.002
67238,0.002
67239,0.048
67240,0.027
67241,0.002
67242,0.004
67243,0.003
67244,0.019
67245,0.005
67246,0.083
67247,0.024
67248,0.007
67249,0.011
67250,0.004
67251,0
67252,0.006
67253,0.003
67254,0.005
67255,0.004
67256,0.053
67257,0.004
67258,0.006
67259,0.032
67260,0.009
67261,0.006
67262,0.001
67263,0.038
67264,0.003
67265,0.031
67266,0
67267,0.008
67268,0.014
67269,0.018
67270,0.02
67271,0.004
67272,0.007
67273,0.012
67274,0.011
67275,0.001
67276,0.006
67277,0.01
67278,0.004
67279,0.007
67280,0.009
67281,0.017
67282,0.013
67283,0.002
67284,0.022
67285,0.001
67286,0
67287,0.006
67288,0.005
67289,0
67290,0.001
67291,0
67292,0.006
67293,0
67294,0.01
67295,0.013
67296,0.001
67297,0
67298,0.006
67299,0.005
67300,0.016
67301,0.004
67302,0.008
67303,0.007
67304,0.019
67305,0.003
67306,0.002
67307,0.014
67308,0.06
67309,0.013
67310,0.006
67311,0.002
67312,0.002
67313,0.017
67314,0.058
67315,0.01
67316,0
67317,0.002
67318,0
67319,0.009
67320,0.002
67321,0.008
67322,0.002
67323,0.077
67324,0.004
67325,0.011
67326,0.007
67327,0.006
67328,0.005
67329,0
67330,0.003
67331,0.009
67332,0.005
67333,0.013
67334,0
67335,0.002
67336,0.014
67337,0.009
67338,0.04
67339,0.005
67340,0.003
67341,0.012
67342,0.006
67343,0.017
67344,0.005
67345,0.001
67346,0.002
67347,0.005
67348,0.008
67349,0.001
67350,0.001
67351,0.048
67352,0.007
67353,0.066
67354,0.047
67355,0.011
67356,0
67357,0.007
67358,0.007
67359,0
67360,0.007
67361,0.008
67362,0.01
67363,0
67364,0.006
67365,0.031
67366,0.016
67367,0.006
67368,0.001
67369,0.026
67370,0.003
67371,0.003
67372,0.001
67373,0.021
67374,0.005
67375,0
67376,0.005
67377,0.025
67378,0.009
67379,0.001
67380,0.012
67381,0.002
67382,0.001
67383,0.003
67384,0.002
67385,0.01
67386,0.002
67387,0.003
67388,0.002
67389,0.009
67390,0.001
67391,0
67392,0.014
67393,0.021
67394,0.013
67395,0.022
67396,0.017
67397,0.01
67398,0.018
67399,0.184
67400,0.002
67401,0
67402,0.007
67403,0.016
67404,0.005
67405,0.014
67406,0.016
67407,0.111
67408,0.004
67409,0.01
67410,0.009
67411,0.011
67412,0.008
67413,0.011
67414,0.021
67415,0.014
67416,0.014
67417,0.005
67418,0.035
67419,0.002
67420,0.006
67421,0.002
67422,0.004
67423,0.001
67424,0.015
67425,0.054
67426,0.003
67427,0.002
67428,0.001
67429,0.021
67430,0.001
67431,0.007
67432,0.001
67433,0
67434,0.029
67435,0.02
67436,0.008
67437,0.135
67438,0
67439,0.055
67440,0.035
67441,0.002
67442,0.031
67443,0.012
67444,0.001
67445,0.003
67446,0.007
67447,0.001
67448,0.001
67449,0.001
67450,0.016
67451,0.01
67452,0.003
67453,0.002
67454,0.001
67455,0.003
67456,0
67457,0.003
67458,0.002
67459,0
67460,0.013
67461,0.005
67462,0.001
67463,0.008
67464,0.004
67465,0
67466,0.014
67467,0.039
67468,0.01
67469,0.008
67470,0.008
67471,0.014
67472,0.006
67473,0.007
67474,0.005
67475,0
67476,0.002
67477,0.002
67478,0.005
67479,0.008
67480,0.002
67481,0.01
67482,0.001
67483,0
67484,0.005
67485,0.003
67486,0.028
67487,0
67488,0.023
67489,0.001
67490,0.043
67491,0.006
67492,0.001
67493,0.041
67494,0.024
67495,0.005
67496,0
67497,0.004
67498,0.009
67499,0.018
67500,0.018
67501,0.007
67502,0.001
67503,0.001
67504,0.007
67505,0.028
67506,0.005
67507,0.005
67508,0.035
67509,0.003
67510,0
67511,0.002
67512,0.001
67513,0.005
67514,0
67515,0
